Crop,Season,State,Area,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Rice,Summer     ,Maharashtra,47541.0,Alluvial Soil,high,Average,Medium,Medium,2888.544563,654.99
Sugarcane,Whole Year ,Maharashtra,1162836.0,Alluvial Soil,high,High,Low,High,2621.482406,705.85
Wheat,Rabi       ,Maharashtra,834423.25,Red/Yellow Soil,high,High,Low,Medium,2248.402709,2281.51
Banana,Whole Year ,Manipur,6584.0,Alluvial Soil,low,Low,Medium,High,2295.727351,1952.13
Groundnut,Kharif     ,Manipur,3216.0,Laterile Soil,high,High,Low,High,2704.59799,1125.17
Potato,Whole Year ,Manipur,15550.0,Red/Yellow Soil,high,High,High,High,2812.519856,1929.14
Rice,Kharif     ,Manipur,233500.0,Alluvial Soil,high,High,High,High,2665.50407,533.99
Sugarcane,Whole Year ,Manipur,5450.0,Laterile Soil,low,Average,Medium,High,3069.066624,699.38
Wheat,Rabi       ,Manipur,2290.0,Laterile Soil,high,Low,Medium,Medium,2990.50215,1560.03
Cotton(lint),Kharif     ,Mizoram,43.0,Black Soil,high,Average,High,Low,2632.31075,2804.01
Onion,Rabi       ,Mizoram,19.0,Red/Yellow Soil,high,Average,Low,Low,2248.425802,2309.12
Potato,Kharif     ,Mizoram,61.0,Red/Yellow Soil,high,High,Medium,Low,2107.003746,1774.14
Potato,Rabi       ,Mizoram,73.0,Red/Yellow Soil,low,Average,High,Low,2383.785476,2416.05
Rice,Autumn     ,Mizoram,18957.0,Alluvial Soil,low,High,Medium,Low,2725.964034,833.58
Rice,Kharif     ,Mizoram,16133.0,Alluvial Soil,high,Average,Low,Medium,3047.994124,2607.31
Rice,Rabi       ,Mizoram,460.0,Alluvial Soil,high,Low,Low,Low,2625.23411,2104.09
Sugarcane,Whole Year ,Mizoram,1462.0,Red/Yellow Soil,high,Low,High,High,2850.616838,2553.07
Cotton(lint),Kharif     ,Nagaland,130.0,Black Soil,high,Average,High,Medium,2426.407754,889.37
Groundnut,Kharif     ,Nagaland,1010.0,Alluvial Soil,low,High,Medium,High,2686.830738,2981.26
Potato,Rabi       ,Nagaland,7520.0,Alluvial Soil,high,Low,High,High,2747.007049,639.9
Ragi,Kharif     ,Nagaland,350.0,Alluvial Soil,low,High,Low,Low,1906.121717,2955.05
Rice,Kharif     ,Nagaland,208990.0,Alluvial Soil,high,Average,High,Low,2375.968359,809.9
Rice,Rabi       ,Nagaland,5460.0,Alluvial Soil,high,Average,High,Low,2784.910115,2190.91
Sugarcane,Kharif     ,Nagaland,4440.0,Red/Yellow Soil,low,Average,High,Medium,2582.340501,740.06
Wheat,Rabi       ,Nagaland,3420.0,Laterile Soil,low,High,Medium,High,2141.045486,1952.05
Cotton(lint),Kharif     ,Punjab,267900.0,Black Soil,high,Average,High,High,1770.963287,849.22
Groundnut,Kharif     ,Punjab,1300.0,Red/Yellow Soil,low,Average,High,High,2390.265776,2463.52
Rice,Kharif     ,Punjab,3103000.0,Alluvial Soil,low,Average,Low,High,2478.524292,967.64
Sugarcane,Whole Year ,Punjab,95000.0,Alluvial Soil,low,High,Low,High,2234.823115,805.21
Wheat,Rabi       ,Punjab,3520000.0,Alluvial Soil,high,High,High,Low,2542.925481,1501.97
Banana,Kharif     ,Telangana,1518.0,Red/Yellow Soil,high,Average,Low,Low,2651.916024,1252.43
Cotton(lint),Kharif     ,Telangana,1839735.0,Black Soil,high,High,Medium,Medium,2701.206151,2415.39
Groundnut,Kharif     ,Telangana,13157.0,Red/Yellow Soil,high,High,Low,Low,1793.224323,1512.49
Groundnut,Rabi       ,Telangana,113355.0,Laterile Soil,high,Average,High,High,2105.714471,873.37
Onion,Kharif     ,Telangana,4812.0,Laterile Soil,low,High,Medium,Medium,2408.613205,1752.85
Onion,Rabi       ,Telangana,7422.0,Red/Yellow Soil,low,High,Low,High,2671.651939,2145.25
Potato,Kharif     ,Telangana,8.0,Red/Yellow Soil,high,High,High,Medium,2646.770204,2674.2
Potato,Rabi       ,Telangana,1939.0,Alluvial Soil,low,High,High,High,2641.560984,2036.18
Ragi,Kharif     ,Telangana,1034.0,Alluvial Soil,low,Average,High,High,2384.974617,2343.08
Ragi,Rabi       ,Telangana,176.0,Alluvial Soil,low,Average,High,Medium,2401.709969,1490.96
Rice,Kharif     ,Telangana,1189264.0,Alluvial Soil,high,Low,Low,High,2281.501219,1889.18
Rice,Rabi       ,Telangana,742508.0,Alluvial Soil,low,Low,High,Low,2730.458238,592.58
Sugarcane,Kharif     ,Telangana,39824.0,Laterile Soil,high,Low,High,High,2223.853364,2515.08
Wheat,Rabi       ,Telangana,4844.0,Alluvial Soil,high,Low,High,Low,2755.010919,1927.8
Cotton(lint),Kharif     ,Tripura,812.0,Black Soil,high,Average,Medium,Low,2562.355971,1514.32
Groundnut,Kharif     ,Tripura,1257.0,Red/Yellow Soil,high,Average,High,Low,2486.486656,2840.93
Groundnut,Rabi       ,Tripura,994.0,Red/Yellow Soil,high,Low,Low,High,2302.98688,511.76
Rice,Autumn     ,Tripura,35340.0,Alluvial Soil,high,Average,High,High,2093.337442,890.44
Rice,Kharif     ,Tripura,15382.0,Alluvial Soil,high,High,High,Low,2305.704173,2016.52
Rice,Summer     ,Tripura,70742.0,Alluvial Soil,low,High,Medium,Low,2400.997939,1615.53
Rice,Winter     ,Tripura,147900.0,Alluvial Soil,high,Average,High,High,1789.292707,2599.54
Sugarcane,Whole Year ,Tripura,662.0,Laterile Soil,high,High,Medium,Medium,2440.793453,2724.48
Wheat,Rabi       ,Tripura,157.0,Red/Yellow Soil,low,Low,High,Medium,2777.30721,2692.95
Banana,Summer     ,Uttar Pradesh,70471.0,Alluvial Soil,low,High,Low,Low,2670.165372,2597.51
Cotton(lint),Kharif     ,Uttar Pradesh,5699.0,Black Soil,high,High,Medium,Low,2351.138237,888.79
Groundnut,Kharif     ,Uttar Pradesh,101032.0,Laterile Soil,low,High,Medium,Medium,2514.08089,649.68
Onion,Rabi       ,Uttar Pradesh,14729.0,Alluvial Soil,high,Average,Medium,Low,2333.150629,2099.13
Onion,Summer     ,Uttar Pradesh,12749.0,Laterile Soil,low,Average,Medium,Low,2544.62822,772.06
Potato,Rabi       ,Uttar Pradesh,571399.0,Alluvial Soil,high,Average,High,Medium,2962.032347,1062.93
Rice,Kharif     ,Uttar Pradesh,5894983.0,Alluvial Soil,low,Low,Medium,Medium,2790.549641,1612.91
Rice,Summer     ,Uttar Pradesh,29145.0,Alluvial Soil,high,Low,High,Medium,2656.238292,1512.86
Sugarcane,Kharif     ,Uttar Pradesh,2223805.0,Alluvial Soil,high,Average,Medium,Medium,2352.134526,1655.4
Wheat,Rabi       ,Uttar Pradesh,9855900.0,Red/Yellow Soil,low,High,High,High,2724.981518,1535.94
Groundnut,Kharif     ,Uttarakhand,709.0,Alluvial Soil,low,High,High,High,1993.936915,2732.69
Onion,Whole Year ,Uttarakhand,3345.0,Alluvial Soil,high,Average,Low,Medium,2424.293955,1250.45
Potato,Kharif     ,Uttarakhand,6970.0,Alluvial Soil,high,Average,Medium,High,2675.113426,1987.0
Potato,Rabi       ,Uttarakhand,4955.0,Red/Yellow Soil,high,Average,Medium,Low,2722.126364,868.96
Ragi,Kharif     ,Uttarakhand,94004.0,Laterile Soil,low,Low,Low,Medium,2700.965347,1686.76
Rice,Kharif     ,Uttarakhand,243666.0,Alluvial Soil,low,High,Low,High,2588.449207,764.63
Rice,Summer     ,Uttarakhand,15682.0,Alluvial Soil,low,High,Low,High,2441.282506,2250.5
Sugarcane,Whole Year ,Uttarakhand,92863.0,Laterile Soil,low,Average,Medium,High,2661.392791,542.06
Wheat,Rabi       ,Uttarakhand,307452.0,Alluvial Soil,low,Low,High,Medium,2214.141688,1632.61
Cotton(lint),Kharif     ,West Bengal,360.0,Black Soil,low,Average,Low,High,2246.596821,2054.55
Groundnut,Autumn     ,West Bengal,3917.0,Alluvial Soil,low,Average,Medium,Low,2518.520403,1734.45
Groundnut,Rabi       ,West Bengal,9748.0,Red/Yellow Soil,high,Average,Medium,Low,2551.959293,554.42
Groundnut,Summer     ,West Bengal,53347.0,Alluvial Soil,low,Low,Low,Medium,1952.315446,1674.58
Potato,Rabi       ,West Bengal,436042.0,Alluvial Soil,high,High,Medium,High,2636.543914,2324.51
Potato,Summer     ,West Bengal,1635.0,Red/Yellow Soil,low,Low,Medium,High,2731.818513,2476.07
Ragi,Autumn     ,West Bengal,3274.0,Red/Yellow Soil,low,Low,Low,Low,2476.814429,1597.53
Rice,Autumn     ,West Bengal,230980.0,Alluvial Soil,high,High,Low,High,3212.339885,2003.64
Rice,Summer     ,West Bengal,1279500.0,Alluvial Soil,low,Low,Low,Low,2295.119468,2014.07
Rice,Winter     ,West Bengal,4002092.0,Alluvial Soil,low,Low,High,Medium,2391.673851,1985.27
Sugarcane,Whole Year ,West Bengal,18805.0,Alluvial Soil,high,Average,Medium,High,2381.479928,914.77
Wheat,Rabi       ,West Bengal,112147.0,Alluvial Soil,low,High,Low,High,2477.143717,534.62
Groundnut,Kharif     ,Arunachal Pradesh,923.0,Red/Yellow Soil,low,Low,Low,High,2401.382556,2707.32
Potato,Whole Year ,Arunachal Pradesh,6200.0,Laterile Soil,high,Low,Low,High,2077.956837,644.97
Rice,Kharif     ,Arunachal Pradesh,133500.0,Alluvial Soil,low,High,High,High,2336.035511,683.94
Sugarcane,Whole Year ,Arunachal Pradesh,2146.0,Alluvial Soil,high,High,Medium,Low,2470.713791,703.3
Wheat,Rabi       ,Arunachal Pradesh,3930.0,Alluvial Soil,high,Average,Medium,Medium,2868.571625,2823.66
Groundnut,Kharif     ,Bihar,841.0,Alluvial Soil,low,Low,High,Medium,3160.672982,2306.01
Onion,Rabi       ,Bihar,12965.0,Alluvial Soil,low,Average,Medium,Low,2900.642169,2891.77
Potato,Rabi       ,Bihar,82888.0,Red/Yellow Soil,low,Low,Medium,High,2267.386291,2880.6
Potato,Winter     ,Bihar,74181.0,Alluvial Soil,high,High,Medium,Medium,2291.257117,2734.78
Ragi,Kharif     ,Bihar,2755.0,Alluvial Soil,high,Average,Low,Medium,2452.201427,1642.62
Rice,Autumn     ,Bihar,443965.0,Alluvial Soil,high,Average,Medium,Low,3035.367667,2110.04
Rice,Summer     ,Bihar,60399.0,Alluvial Soil,low,Average,High,High,2450.372784,2250.35
Rice,Winter     ,Bihar,2593026.0,Alluvial Soil,high,Low,Medium,High,2101.747753,1208.4
Sugarcane,Whole Year ,Bihar,223892.0,Alluvial Soil,high,Low,High,High,2349.646859,2886.55
Wheat,Rabi       ,Bihar,2150180.0,Red/Yellow Soil,low,Low,Medium,Low,2727.116801,2298.73
Cotton(lint),Whole Year ,Chhattisgarh,2692.0,Black Soil,low,Low,High,Low,2706.982083,2098.38
Groundnut,Kharif     ,Chhattisgarh,22102.0,Red/Yellow Soil,high,Low,Medium,Low,2439.935,2905.72
Onion,Whole Year ,Chhattisgarh,4395.0,Alluvial Soil,high,Average,Low,High,2705.024402,1806.64
Potato,Kharif     ,Chhattisgarh,1741.0,Alluvial Soil,low,Average,Low,Low,1818.048339,2542.97
Potato,Rabi       ,Chhattisgarh,8937.0,Laterile Soil,high,Low,High,Low,2531.148771,1644.9
Ragi,Kharif     ,Chhattisgarh,4466.0,Red/Yellow Soil,high,Low,Low,High,2758.205626,2524.02
Rice,Kharif     ,Chhattisgarh,4266022.0,Alluvial Soil,high,Low,Medium,Medium,2250.141017,2252.53
Sugarcane,Whole Year ,Chhattisgarh,31237.0,Laterile Soil,low,High,Low,Low,2249.098439,2873.19
Wheat,Rabi       ,Chhattisgarh,116274.0,Red/Yellow Soil,high,High,Low,Medium,1940.065554,2813.59
Banana,Whole Year ,Gujarat,30226.0,Alluvial Soil,high,High,Medium,High,2976.968678,672.38
Cotton(lint),Kharif     ,Gujarat,2654636.0,Black Soil,low,Average,High,Low,2283.953807,1829.22
Groundnut,Kharif     ,Gujarat,1629275.0,Red/Yellow Soil,high,Low,Low,Low,2572.312983,1469.94
Groundnut,Summer     ,Gujarat,59423.0,Alluvial Soil,low,Average,Low,Low,2681.175112,2796.15
Onion,Rabi       ,Gujarat,41408.0,Laterile Soil,high,Low,High,High,2953.620385,2851.33
Onion,Summer     ,Gujarat,7176.0,Red/Yellow Soil,high,High,Medium,Low,2453.830668,872.42
Potato,Whole Year ,Gujarat,118353.0,Red/Yellow Soil,low,High,High,Medium,2338.171062,1506.98
Ragi,Kharif     ,Gujarat,11606.0,Alluvial Soil,high,Low,High,Medium,2551.920295,1690.6
Rice,Kharif     ,Gujarat,849599.0,Alluvial Soil,high,High,High,High,2885.224083,2458.98
Rice,Summer     ,Gujarat,54751.0,Alluvial Soil,low,High,Medium,Medium,2448.948241,2115.4
Sugarcane,Whole Year ,Gujarat,160940.0,Alluvial Soil,low,Average,Low,Medium,2213.539276,1262.82
Wheat,Rabi       ,Gujarat,1393487.0,Laterile Soil,high,High,High,Low,2037.772658,942.15
Cotton(lint),Kharif     ,Haryana,723000.0,Black Soil,high,Low,Low,High,2133.610785,1499.11
Groundnut,Kharif     ,Haryana,2725.0,Red/Yellow Soil,high,High,Low,High,2759.317449,1966.12
Onion,Whole Year ,Haryana,23749.0,Laterile Soil,low,Average,Low,High,2403.812657,1026.38
Potato,Whole Year ,Haryana,38200.0,Red/Yellow Soil,low,High,Low,Medium,2317.743727,1620.07
Rice,Kharif     ,Haryana,1558900.0,Alluvial Soil,low,Low,Medium,Medium,2285.209833,2854.01
Sugarcane,Whole Year ,Haryana,96300.0,Red/Yellow Soil,high,Average,Low,Low,2525.513758,1192.77
Wheat,Rabi       ,Haryana,2533800.0,Alluvial Soil,low,High,Low,Low,2428.163472,521.15
Cotton(lint),Kharif     ,Himachal Pradesh,15.0,Black Soil,high,Low,High,Low,2418.060357,2594.85
Groundnut,Kharif     ,Himachal Pradesh,44.0,Red/Yellow Soil,low,High,Medium,High,2904.797178,1793.39
Onion,Rabi       ,Himachal Pradesh,952.0,Red/Yellow Soil,high,Low,High,Medium,2961.404885,686.96
Potato,Kharif     ,Himachal Pradesh,2970.0,Red/Yellow Soil,low,Average,Medium,Low,2016.993498,1502.74
Potato,Rabi       ,Himachal Pradesh,7156.0,Laterile Soil,high,Low,High,Medium,2598.277819,572.16
Ragi,Kharif     ,Himachal Pradesh,1757.0,Alluvial Soil,low,Average,Low,Medium,2266.94137,1091.53
Rice,Kharif     ,Himachal Pradesh,72620.0,Alluvial Soil,high,Average,Medium,High,2425.524666,1862.91
Sugarcane,Whole Year ,Himachal Pradesh,1603.0,Alluvial Soil,low,High,Low,Low,2592.783516,2694.51
Wheat,Rabi       ,Himachal Pradesh,319098.0,Alluvial Soil,low,Average,Medium,Low,2436.184025,1778.37
Groundnut,Kharif     ,Jharkhand,26088.0,Laterile Soil,low,High,High,Low,2569.137964,1246.26
Ragi,Kharif     ,Jharkhand,14584.0,Laterile Soil,low,High,Medium,Medium,2701.891062,1583.66
Rice,Kharif     ,Jharkhand,1357726.0,Alluvial Soil,high,Average,High,High,2588.37304,1248.73
Wheat,Rabi       ,Jharkhand,214780.0,Red/Yellow Soil,low,High,High,Medium,2305.949109,1914.63
Banana,Whole Year ,Madhya Pradesh,26634.09,Laterile Soil,low,Low,Medium,Medium,2311.240118,1352.56
Cotton(lint),Kharif     ,Madhya Pradesh,650305.0,Black Soil,low,Average,High,Low,2068.088411,2671.85
Groundnut,Kharif     ,Madhya Pradesh,217499.0,Laterile Soil,low,Average,High,Low,2243.823911,1727.5
Groundnut,Summer     ,Madhya Pradesh,4089.0,Laterile Soil,high,Average,Low,Low,3088.620509,1865.55
Onion,Whole Year ,Madhya Pradesh,173886.5,Alluvial Soil,high,Average,Medium,Medium,2262.398928,2199.93
Potato,Whole Year ,Madhya Pradesh,149435.36,Laterile Soil,high,Average,High,High,2141.986356,2157.51
Rice,Kharif     ,Madhya Pradesh,3076000.0,Alluvial Soil,low,Low,Low,Low,2595.978359,1827.24
Rice,Summer     ,Madhya Pradesh,34311.0,Alluvial Soil,high,Low,Medium,High,2466.890572,533.0
Sugarcane,Whole Year ,Madhya Pradesh,124681.0,Laterile Soil,high,Low,Low,Low,2441.322029,2833.96
Wheat,Rabi       ,Madhya Pradesh,10216517.0,Alluvial Soil,low,Average,Low,Medium,2922.71379,532.36
Cotton(lint),Kharif     ,Maharashtra,4491331.0,Black Soil,high,Average,Medium,Low,2664.738003,2952.53
Groundnut,Kharif     ,Maharashtra,221102.0,Red/Yellow Soil,high,High,Medium,Low,2341.00212,1178.05
Groundnut,Summer     ,Maharashtra,69662.0,Alluvial Soil,low,High,Medium,Medium,2372.657225,2565.17
Ragi,Kharif     ,Maharashtra,82225.0,Red/Yellow Soil,high,Low,High,High,2349.224046,741.54
Rice,Kharif     ,Maharashtra,1478093.0,Alluvial Soil,low,Average,Medium,Low,2762.421886,934.03
Rice,Summer     ,Maharashtra,74896.0,Alluvial Soil,low,High,Low,Low,2407.555711,2289.55
Sugarcane,Whole Year ,Maharashtra,822407.0,Red/Yellow Soil,low,Average,Medium,Medium,1962.053949,1157.71
Wheat,Rabi       ,Maharashtra,1056965.0,Red/Yellow Soil,low,Average,High,High,2485.504096,2080.82
Cotton(lint),Kharif     ,Mizoram,23.0,Black Soil,high,Low,High,Low,2038.8922,1797.39
Onion,Rabi       ,Mizoram,18.3,Alluvial Soil,high,High,High,High,3155.269181,2855.58
Potato,Kharif     ,Mizoram,53.0,Laterile Soil,low,Low,Low,Low,2210.299626,1317.28
Potato,Rabi       ,Mizoram,91.0,Alluvial Soil,high,Low,High,Medium,2451.44057,1932.64
Rice,Autumn     ,Mizoram,18510.0,Alluvial Soil,high,Low,Low,Low,2577.46082,2306.04
Rice,Kharif     ,Mizoram,16232.0,Alluvial Soil,high,High,High,Low,2413.402552,2261.09
Rice,Rabi       ,Mizoram,468.0,Alluvial Soil,high,Average,Medium,High,2412.99088,1085.98
Sugarcane,Whole Year ,Mizoram,1468.0,Laterile Soil,low,Low,High,High,2626.548186,2861.51
Cotton(lint),Kharif     ,Nagaland,5.7,Black Soil,high,Average,High,Low,2957.864788,678.06
Groundnut,Kharif     ,Nagaland,1050.0,Alluvial Soil,low,High,Medium,Low,2730.252725,1644.62
Potato,Rabi       ,Nagaland,7540.0,Laterile Soil,low,Average,High,Medium,2943.554164,1066.55
Ragi,Kharif     ,Nagaland,350.0,Red/Yellow Soil,low,High,High,Medium,2186.014268,1399.04
Rice,Kharif     ,Nagaland,211280.0,Alluvial Soil,high,Low,Low,Medium,2595.20879,2573.69
Rice,Rabi       ,Nagaland,5670.0,Alluvial Soil,high,High,Low,High,2546.573816,1057.17
Sugarcane,Kharif     ,Nagaland,4450.0,Laterile Soil,high,High,High,High,2605.327388,2653.77
Wheat,Rabi       ,Nagaland,3430.0,Red/Yellow Soil,high,Average,High,Medium,2912.869591,544.06
Cotton(lint),Kharif     ,Odisha,169560.0,Black Soil,high,Low,Low,Low,2433.763255,1641.98
Groundnut,Autumn     ,Odisha,9663.0,Alluvial Soil,high,Average,Low,Low,2378.34899,2131.84
Groundnut,Summer     ,Odisha,18352.0,Alluvial Soil,high,High,Low,Low,2660.194239,1380.82
Groundnut,Winter     ,Odisha,1422.0,Alluvial Soil,low,Average,High,Low,1966.539182,1351.75
Onion,Rabi       ,Odisha,35120.0,Red/Yellow Soil,high,Low,Medium,High,2428.944385,1012.18
Potato,Winter     ,Odisha,4397.0,Laterile Soil,low,Low,Medium,Low,2459.740693,2432.37
Ragi,Autumn     ,Odisha,9588.0,Alluvial Soil,high,Average,Medium,Low,2223.892415,2454.25
Ragi,Summer     ,Odisha,381.0,Laterile Soil,low,High,Low,Low,2817.117703,540.97
Ragi,Winter     ,Odisha,25919.0,Laterile Soil,low,Average,Low,Medium,2181.327905,924.76
Rice,Autumn     ,Odisha,426080.0,Alluvial Soil,low,High,Low,Medium,2459.238085,806.94
Rice,Summer     ,Odisha,292610.0,Alluvial Soil,low,Low,High,Medium,2587.947168,2640.41
Rice,Winter     ,Odisha,3222020.0,Alluvial Soil,high,High,Low,Low,2906.035468,1279.3
Sugarcane,Winter     ,Odisha,8948.0,Laterile Soil,low,High,High,Low,2496.83307,2658.88
Wheat,Summer     ,Odisha,118.0,Alluvial Soil,high,High,Low,High,2780.846078,2943.49
Cotton(lint),Kharif     ,Punjab,248000.0,Black Soil,low,Average,High,Low,2710.178619,1893.61
Groundnut,Kharif     ,Punjab,1400.0,Alluvial Soil,high,High,High,Medium,2537.037267,2334.05
Rice,Kharif     ,Punjab,3142000.0,Alluvial Soil,low,Low,High,Medium,2173.145978,2254.03
Sugarcane,Whole Year ,Punjab,91000.0,Alluvial Soil,high,High,Medium,High,2069.625742,2338.06
Wheat,Rabi       ,Punjab,3521000.0,Alluvial Soil,low,Low,Medium,Medium,2531.95162,2303.92
Banana,Kharif     ,Telangana,1670.0,Laterile Soil,high,High,Low,Medium,2337.190938,922.61
Cotton(lint),Kharif     ,Telangana,2126621.0,Black Soil,high,Low,Low,High,2775.778328,1116.17
Groundnut,Kharif     ,Telangana,12363.0,Laterile Soil,high,Average,Medium,High,2723.756955,2353.59
Groundnut,Rabi       ,Telangana,98576.0,Laterile Soil,low,Average,Low,Low,2444.616702,1837.65
Onion,Kharif     ,Telangana,2383.0,Red/Yellow Soil,low,Average,High,High,2152.686123,2949.27
Onion,Rabi       ,Telangana,5026.0,Alluvial Soil,low,Low,High,High,2653.220665,1682.47
Potato,Kharif     ,Telangana,3.0,Alluvial Soil,high,High,Medium,Medium,2194.615166,1576.1
Potato,Rabi       ,Telangana,994.0,Alluvial Soil,high,High,High,Medium,2272.460823,1191.39
Ragi,Kharif     ,Telangana,1488.0,Alluvial Soil,high,Low,Medium,Low,2206.175279,2169.98
Ragi,Rabi       ,Telangana,262.0,Alluvial Soil,low,Average,High,High,2458.449693,1744.03
Rice,Kharif     ,Telangana,1631151.0,Alluvial Soil,low,High,High,Medium,2851.0577,884.02
Rice,Rabi       ,Telangana,1585062.0,Alluvial Soil,low,High,Low,Low,2498.487739,603.05
Sugarcane,Kharif     ,Telangana,26115.0,Laterile Soil,low,Low,Medium,Low,2367.034392,2485.41
Wheat,Kharif     ,Telangana,1.0,Alluvial Soil,low,Low,Medium,Medium,2042.315521,1580.05
Wheat,Rabi       ,Telangana,4471.0,Alluvial Soil,low,Average,Medium,Medium,2665.637375,2858.4
Cotton(lint),Kharif     ,Tripura,760.0,Black Soil,low,High,High,Medium,2265.878618,799.4
Groundnut,Kharif     ,Tripura,1207.0,Laterile Soil,low,Average,Medium,Low,2535.255286,2054.26
Groundnut,Rabi       ,Tripura,1160.0,Red/Yellow Soil,high,Average,Medium,High,2393.734415,724.86
Rice,Autumn     ,Tripura,34235.0,Alluvial Soil,low,High,High,Medium,2751.453166,2147.11
Rice,Kharif     ,Tripura,15228.0,Alluvial Soil,high,Average,Medium,Medium,2452.829082,2177.53
Rice,Summer     ,Tripura,70577.0,Alluvial Soil,high,Low,High,High,2482.322094,652.68
Rice,Winter     ,Tripura,147295.0,Alluvial Soil,high,High,Medium,High,2645.724144,1685.94
Sugarcane,Whole Year ,Tripura,687.0,Red/Yellow Soil,high,Average,Low,Low,3132.082055,2876.38
Wheat,Rabi       ,Tripura,148.0,Red/Yellow Soil,low,Average,High,Medium,2766.534079,1760.42
Banana,Summer     ,Uttar Pradesh,72585.0,Red/Yellow Soil,high,Low,Low,Low,2473.418168,2028.63
Cotton(lint),Kharif     ,Uttar Pradesh,3185.0,Black Soil,high,Low,High,High,2500.959397,2305.27
Groundnut,Kharif     ,Uttar Pradesh,93822.0,Alluvial Soil,low,Low,High,Medium,2342.542162,1487.03
Onion,Rabi       ,Uttar Pradesh,11734.0,Laterile Soil,low,Low,Medium,Low,2215.001289,2244.62
Onion,Summer     ,Uttar Pradesh,16231.0,Alluvial Soil,low,High,Medium,Medium,2334.174764,2582.77
Potato,Rabi       ,Uttar Pradesh,552382.0,Red/Yellow Soil,high,Average,High,Medium,2268.355311,986.76
Rice,Kharif     ,Uttar Pradesh,5898690.0,Alluvial Soil,low,Average,Low,Medium,2696.010515,2757.9
Rice,Summer     ,Uttar Pradesh,25659.0,Alluvial Soil,low,Average,Medium,Low,2178.641543,1236.33
Sugarcane,Kharif     ,Uttar Pradesh,2208347.0,Laterile Soil,high,Low,Medium,High,2899.963168,2975.83
Wheat,Rabi       ,Uttar Pradesh,9852504.0,Alluvial Soil,high,Average,Low,Medium,2725.613915,1720.73
Groundnut,Kharif     ,Uttarakhand,669.0,Alluvial Soil,high,Low,High,Medium,2506.150519,2340.88
Onion,Whole Year ,Uttarakhand,3474.0,Red/Yellow Soil,high,Low,Medium,High,2500.095583,2875.44
Potato,Kharif     ,Uttarakhand,8156.0,Laterile Soil,low,Average,Low,Medium,2332.815607,2840.47
Potato,Rabi       ,Uttarakhand,6411.0,Red/Yellow Soil,high,Low,Low,Medium,2581.025323,1948.31
Ragi,Kharif     ,Uttarakhand,91584.0,Alluvial Soil,low,Low,High,Medium,2826.427739,2351.08
Rice,Kharif     ,Uttarakhand,240411.0,Alluvial Soil,low,Low,Low,High,2289.053061,2908.98
Rice,Summer     ,Uttarakhand,17370.0,Alluvial Soil,high,Low,Low,High,2039.982373,1195.23
Sugarcane,Whole Year ,Uttarakhand,90688.0,Red/Yellow Soil,high,Average,Medium,Low,2710.965476,2086.12
Wheat,Rabi       ,Uttarakhand,303283.0,Red/Yellow Soil,high,Average,Medium,Low,2597.309792,2658.91
Cotton(lint),Kharif     ,West Bengal,305.0,Black Soil,high,Low,Low,Medium,2163.94036,2201.26
Groundnut,Autumn     ,West Bengal,4110.0,Alluvial Soil,high,High,High,Medium,2279.982589,2136.61
Groundnut,Rabi       ,West Bengal,4687.0,Alluvial Soil,low,High,Medium,Low,2242.268718,2466.57
Groundnut,Summer     ,West Bengal,62233.0,Laterile Soil,high,Average,Low,Low,2282.640319,2964.71
Potato,Rabi       ,West Bengal,433051.0,Alluvial Soil,low,Average,Medium,Medium,2402.895174,1355.55
Potato,Summer     ,West Bengal,1630.0,Alluvial Soil,low,Average,Medium,Low,2420.035809,2566.82
Ragi,Autumn     ,West Bengal,2851.0,Alluvial Soil,low,High,Low,High,2304.761903,1569.33
Rice,Autumn     ,West Bengal,215126.0,Alluvial Soil,high,Low,Medium,High,2272.550854,731.54
Rice,Summer     ,West Bengal,1271772.0,Alluvial Soil,high,Average,High,Medium,2431.364697,1413.55
Rice,Winter     ,West Bengal,4004077.0,Alluvial Soil,low,Average,Medium,High,2550.30746,1197.82
Sugarcane,Whole Year ,West Bengal,19177.0,Alluvial Soil,low,High,Low,High,2405.111039,1086.84
Wheat,Rabi       ,West Bengal,188308.0,Laterile Soil,high,High,Low,Medium,2847.600107,2240.58
Groundnut,Kharif     ,Uttarakhand,617.0,Alluvial Soil,low,High,High,High,2652.426314,2627.61
Onion,Whole Year ,Uttarakhand,3590.0,Alluvial Soil,high,High,Medium,Low,2022.746243,2487.62
Potato,Kharif     ,Uttarakhand,6020.0,Laterile Soil,high,Low,Medium,Medium,2657.11833,2607.25
Potato,Rabi       ,Uttarakhand,5427.0,Laterile Soil,low,High,High,Low,2681.663195,2414.29
Ragi,Kharif     ,Uttarakhand,85427.0,Laterile Soil,low,Low,High,Low,2369.57951,1636.01
Rice,Kharif     ,Uttarakhand,241936.0,Alluvial Soil,high,High,Low,High,2051.440724,2306.0
Rice,Summer     ,Uttarakhand,15315.0,Alluvial Soil,low,Low,High,High,2502.420028,2175.34
Sugarcane,Whole Year ,Uttarakhand,90184.0,Red/Yellow Soil,high,Average,Medium,High,2497.687405,2230.4
Wheat,Rabi       ,Uttarakhand,297189.0,Laterile Soil,high,Average,High,Low,2163.506129,1675.32
